state,party,position,candidate_name,handle
Alabama,Democratic,U.S. Senate,Doug Jones (Alabama),sendougjones
Alabama,Democratic,U.S. Senate,Doug Jones (Alabama),dougjonesHQ
Alabama,Democratic,U.S. Senate,Doug Jones (Alabama),DougJones
Alabama,Republican,U.S. Senate,Arnold Mooney,ArnoldforAL
Alabama,Republican,U.S. Senate,Bradley Byrne,RepByrne
Alabama,Republican,U.S. Senate,Bradley Byrne,BradleyByrne
Alabama,Republican,U.S. Senate,Jeff Sessions,jeffsessions
Alabama,Republican,U.S. Senate,John Merrill,johnhmerrill
Alabama,Republican,U.S. Senate,Roy Moore,realJudgeMoore
Alabama,Republican,U.S. Senate,Stanley Adair,stanley_adair
Alabama,Republican,U.S. Senate,Tommy Tuberville,ttuberville
Alabama,Other parties,U.S. Senate,Michael Parrish (Alabama),citizenmike2020
Alabama,Democratic,U.S. House,Adia Winfrey,drdia
Alabama,Democratic,U.S. House,Frederick Collins (Alabama),RickCollins08
Alabama,Democratic,U.S. House,James Averhart,JAverhart2020
Alabama,Democratic,U.S. House,Kiani Gardner,KianiGardner
Alabama,Democratic,U.S. House,Nathan Mathis,olenate2020
Alabama,Democratic,U.S. House,Phyllis Harvey-Hall,PhyllisDHHall
Alabama,Democratic,U.S. House,Rick Neighbors,VoteNeighbors
Alabama,Democratic,U.S. House,Terri Sewell,RepTerriSewell
Alabama,Democratic,U.S. House,Terri Sewell,Sewell4Congress
Alabama,Republican,U.S. House,Barry Moore (Alabama),RepBarryMoore
Alabama,Republican,U.S. House,Bill Hightower,BillHightowerAL
Alabama,Republican,U.S. House,Chris Lewis (Alabama),LewisforAL
Alabama,Republican,U.S. House,Chris Pringle,PringleforAL01
Alabama,Republican,U.S. House,Gary Palmer,USRepGaryPalmer
Alabama,Republican,U.S. House,Gary Palmer,Palmer4Alabama
Alabama,Republican,U.S. House,Jeff Coleman (Alabama),JeffColemanAL
Alabama,Republican,U.S. House,Jeff Coleman (Alabama),JefffColeman
Alabama,Republican,U.S. House,Jerry Carl,CarlForAlabama
Alabama,Republican,U.S. House,Jessica Taylor (Alabama),JessicaTaylorAL
Alabama,Republican,U.S. House,John Castorani,johncastorani
Alabama,Republican,U.S. House,Mike Rogers (Alabama),RepMikeRogersAL
Alabama,Republican,U.S. House,Mike Rogers (Alabama),MikeRogersCamp
Alabama,Republican,U.S. House,Mo Brooks,RepMoBrooks
Alabama,Republican,U.S. House,Mo Brooks,MoInTheHouse
Alabama,Republican,U.S. House,Robert Aderholt,Robert_Aderholt
Alabama,Republican,U.S. House,Robert Rogers,BoRo71684016
Alabama,Republican,U.S. House,Terri Hasdorff,TerriforAL02
Alabama,Republican,U.S. House,Terri Hasdorff,THasdorff
Alabama,Republican,U.S. House,Thomas Casson,sickof_dc
Alabama,Republican,U.S. House,Thomas Casson,thomascassonAL
Alabama,Republican,U.S. House,Will Dismukes,DismukesWill
Alaska,Republican,U.S. Senate,Daniel S. Sullivan,SenDanSullivan
Alaska,Republican,U.S. Senate,Daniel S. Sullivan,DanSullivan_AK
Alaska,Independents,U.S. Senate,Al Gross,DrAlGrossAK
Alaska,Independents,U.S. Senate,Chris Cumings,ccc4senate
Alaska,Independents,U.S. Senate,Sid Hill,TheDeprogrammer
Alaska,Democratic,U.S. House,Alyse Galvin,AlyseGalvin
Alaska,Democratic,U.S. House,Carol Hafner,VoteHafner
Alaska,Republican,U.S. House,Don Young (Alaska),RepDonYoung
Alaska,Republican,U.S. House,Don Young (Alaska),DonYoungAK
Alaska,Republican,U.S. House,Thomas Nelson (Alaska),Nelson4Alaskans
Arizona,Democratic,U.S. Senate,Mark Kelly,CaptMarkKelly
Arizona,Democratic,U.S. Senate,"Mohammad ""O"" Arif",Mohamma27433472
Arizona,Republican,U.S. Senate,Daniel McCarthy (Arizona),DemandDanielAZ
Arizona,Republican,U.S. Senate,Martha McSally,SenMcSallyAZ
Arizona,Republican,U.S. Senate,Martha McSally,MarthaMcSally
Arizona,Republican,U.S. Senate,PT Burton,PtLps
Arizona,Other parties,U.S. Senate,Gary Swing,swinggary
Arizona,Democratic,U.S. House,Anita Malik,anitamalik
Arizona,Democratic,U.S. House,Ann Kirkpatrick,RepKirkpatrick
Arizona,Democratic,U.S. House,Ann Kirkpatrick,Ann_Kirkpatrick
Arizona,Democratic,U.S. House,Barbara McGuire,SenBarbMcGuire
Arizona,Democratic,U.S. House,Bob Musselwhite,BobMusselwhite
Arizona,Democratic,U.S. House,Bob Olsen,BobOlsen2020
Arizona,Democratic,U.S. House,Delina DiSanto,delina4az
Arizona,Democratic,U.S. House,Eva Putzova,CongressEva
Arizona,Democratic,U.S. House,Eva Putzova,EvaPutzova
Arizona,Democratic,U.S. House,Greg Stanton,repgregstanton
Arizona,Democratic,U.S. House,Greg Stanton,gregstantonaz
Arizona,Democratic,U.S. House,Hiral Tipirneni,hiral4congress
Arizona,Democratic,U.S. House,Javier Ramos,ramoscd5
Arizona,Democratic,U.S. House,Joan Greene,joangreeneaz
Arizona,Democratic,U.S. House,Jonathan Ireland,JonAzDistrict5
Arizona,Democratic,U.S. House,Karl Gentles,KarlGentles
Arizona,Democratic,U.S. House,Michael Muscato,michael_muscato
Arizona,Democratic,U.S. House,Peter Quilter,PQ4AZ
Arizona,Democratic,U.S. House,Raul Grijalva,repraulgrijalva
Arizona,Democratic,U.S. House,Raul Grijalva,standwithraul
Arizona,Democratic,U.S. House,Ruben Gallego,RepRubenGallego
Arizona,Democratic,U.S. House,Ruben Gallego,RubenGallego
Arizona,Democratic,U.S. House,Stephanie Rimmer,Rimmer4Congress
Arizona,Democratic,U.S. House,Stephanie Rimmer,SharpeRimmer
Arizona,Democratic,U.S. House,Stuart Starky,StuartStarky
Arizona,Democratic,U.S. House,Talia Fuentes-Wolfe,taliaforscience
Arizona,Democratic,U.S. House,Tom O'Halleran,repohalleran
Arizona,Democratic,U.S. House,Tom O'Halleran,TomOHalleran
Arizona,Republican,U.S. House,Andy Biggs,RepAndyBiggsAZ
Arizona,Republican,U.S. House,Andy Biggs,andybiggs4az
Arizona,Republican,U.S. House,Anne Marie Ward,annemariewardaz
Arizona,Republican,U.S. House,Brandon Martin (Arizona),pathforfreedom
Arizona,Republican,U.S. House,Chris Hindle,hindleskitchen
Arizona,Republican,U.S. House,Chris Taylor (Arizona),taylor4arizona
Arizona,Republican,U.S. House,Daniel Wood (Arizona),DWood4Congress
Arizona,Republican,U.S. House,Dave Giles,votegiles
Arizona,Republican,U.S. House,David Schweikert,RepDavid
Arizona,Republican,U.S. House,David Schweikert,DavidSchweikert
Arizona,Republican,U.S. House,Debbie Lesko,RepDLesko
Arizona,Republican,U.S. House,Debbie Lesko,DebbieLesko
Arizona,Republican,U.S. House,Irina Baroness Von Behr,von_behr
Arizona,Republican,U.S. House,Jimmy Rodriguez (Arizona),PythonRodriguez
Arizona,Republican,U.S. House,John Moore (Arizona),MooreForAZ2020
Arizona,Republican,U.S. House,Josh Barnett,barnettforaz
Arizona,Republican,U.S. House,Justine Wadsack,Wadsack4Arizona
Arizona,Republican,U.S. House,Justine Wadsack,JustineWadsack
Arizona,Republican,U.S. House,Nicholas Tutora,Tutora2020
Arizona,Republican,U.S. House,Nolan Reidhead,nolanreidhead
Arizona,Republican,U.S. House,Noran Ruden,ruden4congress
Arizona,Republican,U.S. House,Paul Gosar,REPGOSAR
Arizona,Republican,U.S. House,Paul Gosar,DrPaulGosar
Arizona,Republican,U.S. House,Shay Stautz,shay_stautz
Arizona,Republican,U.S. House,Tiffany Shedd,Tiffany_Shedd
Arizona,Republican,U.S. House,Tim Taylor (Arizona),taylor_usmc72
Arizona,Independents,U.S. House,Emily Robinson,robinsonazcd4
Arizona,Independents,U.S. House,Gennaro Napolitano,GN
Arizona,Independents,U.S. House,Iman-Utopia Layjou Bah,ImanBah
Arizona,Independents,U.S. House,Tom Lewellen,CIVILGovernance
Arkansas,Democratic,U.S. Senate,Joshua Mahony,joshuamahony
Arkansas,Republican,U.S. Senate,Tom Cotton,SenTomCotton
Arkansas,Republican,U.S. Senate,Tom Cotton,TomCottonAR
Arkansas,Other parties,U.S. Senate,Ricky Dale Harrington Jr.,RDH4Senate
Arkansas,Other parties,U.S. Senate,Ricky Dale Harrington Jr.,RickyDaleHarri1
Arkansas,Independents,U.S. Senate,Dan Whitfield,DanWhitCongress
Arkansas,Democratic,U.S. House,Celeste Williams,CelesteforAR
Arkansas,Democratic,U.S. House,Joyce Elliott,electjoyce
Arkansas,Democratic,U.S. House,William Hanson (Arkansas),WilliamHansonAR
Arkansas,Republican,U.S. House,Bruce Westerman,RepWesterman
Arkansas,Republican,U.S. House,Bruce Westerman,WestermanAR
Arkansas,Republican,U.S. House,Bruce Westerman,bruce_westerman
Arkansas,Republican,U.S. House,French Hill,RepFrenchHill
Arkansas,Republican,U.S. House,French Hill,ElectFrench
Arkansas,Republican,U.S. House,Rick Crawford (Arkansas),RepRickCrawford
Arkansas,Republican,U.S. House,Rick Crawford (Arkansas),Crawford4Cong
Arkansas,Republican,U.S. House,Steve Womack,rep_stevewomack
Arkansas,Republican,U.S. House,Steve Womack,womack4congress
Arkansas,Other parties,U.S. House,Michael Kalagias,KalagiasforUS
California,Democratic,U.S. House,Adam Bolanos Scow,ScowForCongress
California,Democratic,U.S. House,Adam Schiff,RepAdamSchiff
California,Democratic,U.S. House,Adam Schiff,AdamSchiff
California,Democratic,U.S. House,Aeiramique Glass Blake,AGlassBlake
California,Democratic,U.S. House,Agatha Bacelar,AgathaBacelar
California,Democratic,U.S. House,Aisha Wahab,aishabbwahab
California,Democratic,U.S. House,Alan Lowenthal,RepLowenthal
California,Democratic,U.S. House,Alan Lowenthal,alanlowenthal
California,Democratic,U.S. House,Ami Bera,RepBera
California,Democratic,U.S. House,Ami Bera,BeraForCongress
California,Democratic,U.S. House,Ammar Campa-Najjar,ACampaNajjar
California,Democratic,U.S. House,Andre Quintero,AndreQuintero
California,Democratic,U.S. House,Angelica Dueñas,Angelica4CA
California,Democratic,U.S. House,Anibal Valdez-Ortega,AVOrtega3
California,Democratic,U.S. House,Anna Eshoo,RepAnnaEshoo
California,Democratic,U.S. House,Anna Eshoo,Eshoo4Congress
California,Democratic,U.S. House,Annette Meza,annettevmeza
California,Democratic,U.S. House,Anthony Felix Jr.,AnthonyFelixJr
California,Democratic,U.S. House,Audrey Denney,audrey4congress
California,Democratic,U.S. House,Austin Intal,austinintal
California,Democratic,U.S. House,Benjamin Emard,BAEforCongress
California,Democratic,U.S. House,Bobby Bliatout,BobbyBliatout
California,Democratic,U.S. House,Brad Sherman,BradSherman
California,Democratic,U.S. House,Brian Carroll (U.S. House of Representatives),BrianCarrollSFV
California,Democratic,U.S. House,Brynne Kennedy,BrynneSpeak
California,Democratic,U.S. House,Brynne Kennedy,KennedyBrynne
California,Democratic,U.S. House,Cenk Uygur,cenkuygur
California,Democratic,U.S. House,Chris Bubser,bubser4congress
California,Democratic,U.S. House,Christopher Smith (California),Christopher_C_S
California,Democratic,U.S. House,Christy Smith,ChristyforCA25
California,Democratic,U.S. House,Courtney Berina,CJ4Congress2020
California,Democratic,U.S. House,Courtney Berina,CJBerina
California,Democratic,U.S. House,Dary Rezvani,DaryRezvani
California,Democratic,U.S. House,David Kim (California),davidkim2020
California,Democratic,U.S. House,David Rudnick,VoteRudnickCA25
California,Democratic,U.S. House,Doris Matsui,DorisMatsui
California,Democratic,U.S. House,Doris Matsui,Matsui4Congress
California,Democratic,U.S. House,Emanuel Gonzales,EmanuelSpeaks
California,Democratic,U.S. House,Eric Kutner,KutnerCongress
California,Democratic,U.S. House,Eric Kutner,erkutner
California,Democratic,U.S. House,Eric Swalwell,RepSwalwell
California,Democratic,U.S. House,Eric Swalwell,ericswalwell
California,Democratic,U.S. House,Esmeralda Soria,Esmeralda_Soria
California,Democratic,U.S. House,Frances Motiwalla,FYMforCongress
California,Democratic,U.S. House,Frances Motiwalla,FrancesYasmeen
California,Democratic,U.S. House,Georgette Gomez,SDGeorgette
California,Democratic,U.S. House,Getro Elize,VoteGetroElize
California,Democratic,U.S. House,Gil Cisneros,RepGilCisneros
California,Democratic,U.S. House,Gil Cisneros,GilCisnerosCA
California,Democratic,U.S. House,Gina Chapa,gincandres
California,Democratic,U.S. House,Grace Napolitano,gracenapolitano
California,Democratic,U.S. House,Harley Rouda,RepHarley
California,Democratic,U.S. House,Harley Rouda,HarleyRouda
California,Democratic,U.S. House,Ivan Torres,ivantorresca19
California,Democratic,U.S. House,Jackie Speier,RepSpeier
California,Democratic,U.S. House,Jackie Speier,JackieSpeier
California,Democratic,U.S. House,Jalen McLeod,McLeod4Congress
California,Democratic,U.S. House,James Ellars,Ellars
California,Democratic,U.S. House,Janessa Goldbeck,jgoldbeck
California,Democratic,U.S. House,Jared Huffman,RepHuffman
California,Democratic,U.S. House,Jared Huffman,JaredHuffman
California,Democratic,U.S. House,Jason Kishineff,kishineff
California,Democratic,U.S. House,Jeff Burdick,BurdickCA7
California,Democratic,U.S. House,Jerry McNerney,RepMcNerney
California,Democratic,U.S. House,Jerry McNerney,jerrymcnerney
California,Democratic,U.S. House,Jim Costa,RepJimCosta
California,Democratic,U.S. House,Jimmy Gomez,RepJimmyGomez
California,Democratic,U.S. House,Jimmy Gomez,JimmyGomezCA
California,Democratic,U.S. House,Jimmy Panetta,RepJimmyPanetta
California,Democratic,U.S. House,Jimmy Panetta,JimmyPanetta
California,Democratic,U.S. House,Joaquin Vazquez (California),Vazquez4CA53
California,Democratic,U.S. House,John Brooks (California),2020JohnBrooks
California,Democratic,U.S. House,John Garamendi,RepGaramendi
California,Democratic,U.S. House,John Garamendi,JohnGaramendi
California,Democratic,U.S. House,John Tyler (California),JWTyler4USRep
California,Democratic,U.S. House,Jose Caballero,JoseCaballeroSD
California,Democratic,U.S. House,Joseph Fountain (California),DrJoe4congress
California,Democratic,U.S. House,Josh Harder,RepJoshHarder
California,Democratic,U.S. House,Josh Harder,JoshHarder
California,Democratic,U.S. House,Juan Vargas,RepJuanVargas
California,Democratic,U.S. House,Judy Chu,RepJudyChu
California,Democratic,U.S. House,Judy Chu,JudyChuCampaign
California,Democratic,U.S. House,Julia Brownley,RepBrownley
California,Democratic,U.S. House,Julia Brownley,JuliaBrownley
California,Democratic,U.S. House,Julia Peacock,Peacock4CA42
California,Democratic,U.S. House,Karen Bass,RepKarenBass
California,Democratic,U.S. House,Karen Bass,KarenBassTweets
California,Democratic,U.S. House,Katie Hill,KatieHill4CA
California,Democratic,U.S. House,Katie Porter,RepKatiePorter
California,Democratic,U.S. House,Katie Porter,katieporteroc
California,Democratic,U.S. House,Keanakay Scott,Keana4Congress
California,Democratic,U.S. House,Kim Mangone,kimmangone
California,Democratic,U.S. House,Kim Williams (California),KimWilliamsCA16
California,Democratic,U.S. House,Linda Sánchez,RepLindaSanchez
California,Democratic,U.S. House,Linda Sánchez,LindaTSanchez
California,Democratic,U.S. House,Lou Correa,RepLouCorrea
California,Democratic,U.S. House,Lucille Roybal-Allard,RepRoybalAllard
California,Democratic,U.S. House,Maebe A. Girl,Maebe_A_Girl
California,Democratic,U.S. House,Marisa Calderon,marisacalderon
California,Democratic,U.S. House,Mark DeSaulnier,RepDeSaulnier
California,Democratic,U.S. House,Mark DeSaulnier,MarkDeSaulnier
California,Democratic,U.S. House,Mark Takano,RepMarkTakano
California,Democratic,U.S. House,Mark Takano,MarkTakano
California,Democratic,U.S. House,Maxine Waters,RepMaxineWaters
California,Democratic,U.S. House,Michael Guzik,michaelrguzik
California,Democratic,U.S. House,Michael Tolar,MichaelTolar6
California,Democratic,U.S. House,Mike Barkley,mjbarkl
California,Democratic,U.S. House,Mike Levin,RepMikeLevin
California,Democratic,U.S. House,Mike Levin,MikeLevin
California,Democratic,U.S. House,Mike Thompson (California),RepThompson
California,Democratic,U.S. House,Mike Thompson (California),Mike_CA05
California,Democratic,U.S. House,Nancy Casady,casady4congress
California,Democratic,U.S. House,Nancy Pelosi,SpeakerPelosi
California,Democratic,U.S. House,Nancy Pelosi,TeamPelosi
California,Democratic,U.S. House,Nanette Barragán,RepBarragan
California,Democratic,U.S. House,Nanette Barragán,Nanette4CA
California,Democratic,U.S. House,Norma Torres,NormaJTorres
California,Democratic,U.S. House,Norma Torres,Norma4Congress
California,Democratic,U.S. House,Pablo Mendiolea,PMendiolea
California,Democratic,U.S. House,Paula Kahn,PaulaKahn2020
California,Democratic,U.S. House,Pete Aguilar,RepPeteAguilar
California,Democratic,U.S. House,Pete Aguilar,AguilarCampaign
California,Democratic,U.S. House,Pete Aguilar,aguilarpete
California,Democratic,U.S. House,Peter Mathews,Epetermathews
California,Democratic,U.S. House,Phil Arballo,PhilArballo2020
California,Democratic,U.S. House,Rachel Moniz,RachelMoniz
California,Democratic,U.S. House,Raji Rab,RajiRab2020
California,Democratic,U.S. House,Raul Madrigal,Magic_4Congress
California,Democratic,U.S. House,Raul Ruiz,RepRaulRuizMD
California,Democratic,U.S. House,Raul Ruiz,Dr_RaulRuiz
California,Democratic,U.S. House,Regina Marston,Marston4ca42
California,Democratic,U.S. House,Ricardo De La Fuente,Ricky4Congress
California,Democratic,U.S. House,Rishi Kumar,rishikumar1
California,Democratic,U.S. House,Ro Khanna,RepRoKhanna
California,Democratic,U.S. House,Ro Khanna,RoKhanna
California,Democratic,U.S. House,Robert Lawton,CongressLawton4
California,Democratic,U.S. House,Robert Salas,keptycho
California,Democratic,U.S. House,Ryan Blevins,Blevins2020
California,Democratic,U.S. House,Sal Genovese,GenoveseSal
California,Democratic,U.S. House,Salud Carbajal,RepCarbajal
California,Democratic,U.S. House,Salud Carbajal,carbajalsalud
California,Democratic,U.S. House,Sam Campbell,SamBethechange
California,Democratic,U.S. House,Sara Jacobs,SaraJacobsCA
California,Democratic,U.S. House,Scott Peters,RepScottPeters
California,Democratic,U.S. House,Scott Peters,ScottPetersCA52
California,Democratic,U.S. House,Scott Peters,ScottPetersSD
California,Democratic,U.S. House,Sean Frame,Frame4Congress
California,Democratic,U.S. House,Sean Frame,seanframe
California,Democratic,U.S. House,Shahid Buttar,ShahidForChange
California,Democratic,U.S. House,Shahid Buttar,Sheeyahshee
California,Democratic,U.S. House,Suzette Santori,SantoriSuzette
California,Democratic,U.S. House,TJ Cox,RepTjCox
California,Democratic,U.S. House,TJ Cox,TJCoxCongress
California,Democratic,U.S. House,Ted Lieu,RepTedLieu
California,Democratic,U.S. House,Ted Lieu,tedlieu
California,Democratic,U.S. House,Tom Gallagher (California),tomcongress2020
California,Democratic,U.S. House,Tom Wong,TomWongPhD
California,Democratic,U.S. House,Tony Cárdenas,RepCardenas
California,Democratic,U.S. House,Tony Cárdenas,Tcardenas
California,Democratic,U.S. House,William O'Mara,LiamOMaraIV
California,Democratic,U.S. House,Zoe Lofgren,RepZoeLofgren
California,Democratic,U.S. House,Zoe Lofgren,ZoeLofgren
California,Republican,U.S. House,Agnes Gibboney,agnes_gibboney
California,Republican,U.S. House,Aja Smith,AjaforCongress
California,Republican,U.S. House,Alejandro Rodriguez (California),8aularodriguez
California,Republican,U.S. House,Alison Hayden,Alison4Congress
California,Republican,U.S. House,Alison Hayden,Elled26
California,Republican,U.S. House,Amy Phan West,amyphanwest
California,Republican,U.S. House,Andy Caldwell,CaldwellCA24
California,Republican,U.S. House,Angela Underwood Jacobs,AngelaForCA25
California,Republican,U.S. House,Beatrice Cardenas,RealBetyCardens
California,Republican,U.S. House,Billy Earley,Earley4Congress
California,Republican,U.S. House,Bob Elliott (California),bobelliott2020
California,Republican,U.S. House,Brenton Woolworth,B_Woolworth
California,Republican,U.S. House,Brian Burley,burley4congress
California,Republican,U.S. House,Brian Jones (California),SenBrianJones
California,Republican,U.S. House,Brian Jones (California),electbrianjones
California,Republican,U.S. House,Brian Maryott,brianlmaryott
California,Republican,U.S. House,Brian Perras,bperras12
California,Republican,U.S. House,Buzz Patterson,buzzpatterson
California,Republican,U.S. House,C. Antonio Delgado (California),cAntonioDelgado
California,Republican,U.S. House,Carl DeMaio,carldemaio
California,Republican,U.S. House,Charles Dossett,charlesforCA10
California,Republican,U.S. House,Chris Bish,BishForCongress
California,Republican,U.S. House,Chris Bish,ChrisBishRE
California,Republican,U.S. House,Chris Stoddard,stoddard2020
California,Republican,U.S. House,Dale Mensing,MensingDale
California,Republican,U.S. House,Darrell Issa,TeamIssa
California,Republican,U.S. House,Darrell Issa,DarrellIssa
California,Republican,U.S. House,David Valadao,dgvaladao
California,Republican,U.S. House,DeAnna Lorraine,DeAnna4Congress
California,Republican,U.S. House,Devin Nunes,RepDevinNunes
California,Republican,U.S. House,Devin Nunes,Team_Nunes
California,Republican,U.S. House,Devin Nunes,DevinNunes
California,Republican,U.S. House,Don Sedgwick,SedgwickforOC
California,Republican,U.S. House,Doug LaMalfa,RepLaMalfa
California,Republican,U.S. House,Duncan Hunter,Rep_Hunter
California,Republican,U.S. House,Eric Early,EricEarly_CA
California,Republican,U.S. House,Erin Cruz,realerincruz
California,Republican,U.S. House,Errol Webber,ErrolWebber
California,Republican,U.S. House,George Papadopoulos,GeorgePapa19
California,Republican,U.S. House,Greg Raths,GregRaths
California,Republican,U.S. House,Ignacio Cruz,iiCruzUSA
California,Republican,U.S. House,Jacob Thomas,JacobCongress
California,Republican,U.S. House,James P. Bradley (California),bradleycongress
California,Republican,U.S. House,Jamie Byers,JamieByers
California,Republican,U.S. House,Jay Obernolte,JayObernolte
California,Republican,U.S. House,Jeff Denham,JeffDenham
California,Republican,U.S. House,Jeff Gorman (California),Gormancongress
California,Republican,U.S. House,Jeff Gorman (California),JeffGormanMRY
California,Republican,U.S. House,Jeremy Staat,jeremystaat
California,Republican,U.S. House,Jim DeBello,debellocongress
California,Republican,U.S. House,Joanne Wright,JWrightforCA34
California,Republican,U.S. House,Joanne Wright,joannafredjones
California,Republican,U.S. House,Joe Collins (California),joecollins43rd
California,Republican,U.S. House,John Briscoe,realJohnBriscoe
California,Republican,U.S. House,John Dennis,RealJohnDennis
California,Republican,U.S. House,Johnny Nalbandian,Johnny_Congress
California,Republican,U.S. House,Jon Ivy,jonivy
California,Republican,U.S. House,Joshua Scott,joshuascottca32
California,Republican,U.S. House,Juan Hidalgo Jr.,HidalgoCongress
California,Republican,U.S. House,Julianne Benzel,Benzel4Congress
California,Republican,U.S. House,Justin Aguilera,joinjustin19
California,Republican,U.S. House,Justin David Whitehead,Cad8J
California,Republican,U.S. House,Ken Calvert,KenCalvert
California,Republican,U.S. House,Ken Calvert,TeamCalvert
California,Republican,U.S. House,Kenneth Jenks,KenJenks2020
California,Republican,U.S. House,Kevin Cookingham,KevCookingham
California,Republican,U.S. House,Larry Wilske,LarryWilske
California,Republican,U.S. House,Larry Wilske,WilskeLarry
California,Republican,U.S. House,Lisa Sparks,LisaSparksCA
California,Republican,U.S. House,Mark Cripe,votemarkcripe
California,Republican,U.S. House,Mark Cripe,Markccripe
California,Republican,U.S. House,Mark Reed (California),MarkReed1776
California,Republican,U.S. House,Michael Oristian,mo4ca
California,Republican,U.S. House,Michelle Steel,michellesteelca
California,Republican,U.S. House,Mike Cargile,CargileFor
California,Republican,U.S. House,Mike Garcia,mikegarcia2020
California,Republican,U.S. House,Mimi Walters,MimiWaltersCA
California,Republican,U.S. House,Nathan Charette,NateTweetsStuff
California,Republican,U.S. House,Nathan Wilkins,NateW4Congress
California,Republican,U.S. House,Nikka Piterman,NikkaGOP
California,Republican,U.S. House,Omar Navarro,RealOmarNavarro
California,Republican,U.S. House,Patrice Kimbler,pkforca36
California,Republican,U.S. House,Paul Cook (California),RepPaulCook
California,Republican,U.S. House,Paul Cook (California),joinpaulcook
California,Republican,U.S. House,Peggy Huang,huang4congress
California,Republican,U.S. House,Peter Yuan Liu,PeterLiuCAGov18
California,Republican,U.S. House,Ran Petel,petel4congress
California,Republican,U.S. House,Raul Matthew Ruiz,raulruizca36
California,Republican,U.S. House,Ray Gennawey,RayGennawey
California,Republican,U.S. House,Rhonda Furin,RhondaFurin
California,Republican,U.S. House,Ritesh Tandon,tandon4congress
California,Republican,U.S. House,Ronda Baldwin-Kennedy,Ronda4Congress
California,Republican,U.S. House,Roque de la Fuente,JoinRocky
California,Republican,U.S. House,Sarah Sun Liew,Drsarahcongress
California,Republican,U.S. House,Sean Feucht,sean_4_congress
California,Republican,U.S. House,Sean Feucht,seanfeucht
California,Republican,U.S. House,Sherwood Ellsworth Haisty Jr.,SherwoodEHaisty
California,Republican,U.S. House,Stephen Knight,TeamKnight25
California,Republican,U.S. House,Stephen Knight,SteveKnight25
California,Republican,U.S. House,Suzette Martinez Valladares,Suzettemartinez
California,Republican,U.S. House,Tamika Hamilton,tamikaghamilton
California,Republican,U.S. House,Ted Howze,ted_howze
California,Republican,U.S. House,"Tim Donnelly (U.S. House candidate, California)",PatriotNotPol
California,Republican,U.S. House,Tom McClintock,RepMcClintock
California,Republican,U.S. House,Tom McClintock,tommcclintock
California,Republican,U.S. House,William Bodell,BodellFor
California,Republican,U.S. House,Young Kim (California),YoungKimCA
California,Other parties,U.S. House,Bob Good,GoodForCongress
California,Other parties,U.S. House,Eric Garcia,EricG1247
California,Other parties,U.S. House,Eugene Weems,Weems4Congress
California,Other parties,U.S. House,Jacquetta Green,congress2020_j
California,Other parties,U.S. House,Joe Dehn,dehn4congress
California,Other parties,U.S. House,Jose Cortes,cortes4congress
California,Other parties,U.S. House,Michael Ernest Kerr,MEKPeaceJustice
California,Other parties,U.S. House,Peter Mathisen,congressdoober
California,Other parties,U.S. House,Rodolfo Cortes Barragan,RCB4CA40
California,Other parties,U.S. House,Shannel Pittman,ElectShannel
California,Independents,U.S. House,Christian Daly,christiandaly20
California,Independents,U.S. House,David Edick,davidedickjr
California,Independents,U.S. House,Ed Rushman,EdRushman
California,Independents,U.S. House,"Eric Taylor (U.S. House candidate, California)",erictaylorHQ
California,Independents,U.S. House,Fernando Garcia,fgforcongress
California,Independents,U.S. House,Helen Horvath,forhorvath
California,Independents,U.S. House,Hilaire Fuji Shioura,votefuji
California,Independents,U.S. House,Jeff Esmus,JeffEsmus
California,Independents,U.S. House,Jennifer Barbosa,TeamJenBarbosa
California,Independents,U.S. House,Joseph LeTourneau IV,joeydesL
California,Independents,U.S. House,Kenneth Young (California),kenyoung2020
California,Independents,U.S. House,Larry Thompson (California),LarryCongress
California,Independents,U.S. House,Larry Thompson (California),LTBeverlyHills
California,Independents,U.S. House,Reginald Keys,Keys_2020
California,Independents,U.S. House,Ryan Cunningham (California),rcfor52
California,Independents,U.S. House,Steve Cox (California),Vote_For_Cox
California,Independents,U.S. House,Steve Cox (California),RealSteveCox
California,Independents,U.S. House,Will Johnson,will4thepeople
Colorado,Democratic,U.S. Senate,Alice Madden,AliceforCO
Colorado,Democratic,U.S. Senate,Andrew Romanoff,Romanoff2020
Colorado,Democratic,U.S. Senate,Angela Williams,COSenWilliams
Colorado,Democratic,U.S. Senate,Christopher Hawkins Critter Milton,crittermilton
Colorado,Democratic,U.S. Senate,Dan Baer,danbbaer
Colorado,Democratic,U.S. Senate,David Goldfischer,DaveGoldfischer
Colorado,Democratic,U.S. Senate,David Goldfischer,dgoldfis
Colorado,Democratic,U.S. Senate,Diana Bray,Diana4Colorado
Colorado,Democratic,U.S. Senate,Dustin John Leitzel,Leitzel4CO
Colorado,Democratic,U.S. Senate,Ellen Burnes,EllenBurnes
Colorado,Democratic,U.S. Senate,Erik Underwood,ErikMUnderwood
Colorado,Democratic,U.S. Senate,John Hickenlooper,Hickenlooper
Colorado,Democratic,U.S. Senate,John Walsh (Colorado),johnwalshco
Colorado,Democratic,U.S. Senate,Lorena Garcia,lorenaforsenate
Colorado,Democratic,U.S. Senate,Michelle Ferrigno Warren,mcfwarren
Colorado,Democratic,U.S. Senate,Stephany Rose Spaulding,StephanyForCO
