state,party,position,candidate_name,handle
Missouri,Republican,U.S. House,Billy Long,auctnr1
Missouri,Republican,U.S. House,Blaine Luetkemeyer,RepBlaine
Missouri,Republican,U.S. House,Blaine Luetkemeyer,luetkemeyerb
Missouri,Republican,U.S. House,Brandon Wilkinson,brawil86
Missouri,Republican,U.S. House,Eric Harleman,electharleman
Missouri,Republican,U.S. House,Jason Smith (Missouri representative),RepJasonSmith
Missouri,Republican,U.S. House,Jason Smith (Missouri representative),JasonSmithMO
Missouri,Republican,U.S. House,Jeffrey Nowak,JeffreyNowakMO
Missouri,Republican,U.S. House,Kevin VanStory,kevinvanstory
Missouri,Republican,U.S. House,Lynette Trares,trares4congress
Missouri,Republican,U.S. House,Lynette Trares,LynetteTrares
Missouri,Republican,U.S. House,Ryan Derks,thisisderks
Missouri,Republican,U.S. House,Sam Graves,RepSamGraves
Missouri,Republican,U.S. House,Vicky Hartzler,rephartzler
Missouri,Republican,U.S. House,Vicky Hartzler,VickyH4Congress
Missouri,Other parties,U.S. House,Antwain Winters,forwinters
Missouri,Other parties,U.S. House,Robert Smith (Missouri congressional candidate),Running2020
Missouri,Other parties,U.S. House,Robin Dominick,RobinRD4MO
Missouri,Other parties,U.S. House,Tom Schmitz,TomSchmitzEsq
Montana,Democratic,U.S. Senate,Cora Neumann,coraforMT
Montana,Democratic,U.S. Senate,John Mues,MuesforMontana
Montana,Democratic,U.S. Senate,Josh Seckinger,SeckForSenate
Montana,Democratic,U.S. Senate,Josh Seckinger,JustASeck406
Montana,Democratic,U.S. Senate,Mike Knoles,KnolesMichael
Montana,Democratic,U.S. Senate,Steve Bullock,stevebullockmt
Montana,Democratic,U.S. Senate,Wilmot Collins,CollinsWilmot
Montana,Republican,U.S. Senate,Daniel Larson,DanforMontana
Montana,Republican,U.S. Senate,Steve Daines,SteveDaines
Montana,Republican,U.S. Senate,Steve Daines,DainesForMT
Montana,Democratic,U.S. House,Kathleen Williams,WilliamsForMT
Montana,Democratic,U.S. House,Matt Rains,RainsforMT
Montana,Democratic,U.S. House,Tom Winter,winterformt
Montana,Republican,U.S. House,Corey Stapleton,TheAmericanCS
Montana,Republican,U.S. House,Debra Lamm,debralamm
Montana,Republican,U.S. House,Mark McGinley,ForMcginley
Montana,Republican,U.S. House,Matt Rosendale,MattRosendale
Montana,Republican,U.S. House,Matt Rosendale,MattForMontana
Montana,Republican,U.S. House,Timothy Johnson (Montana),TJ4MT
Nebraska,Democratic,U.S. Senate,Alisha Shelton,Shelton4Senate
Nebraska,Democratic,U.S. Senate,Andrew Stock,PeasantsUnite13
Nebraska,Democratic,U.S. Senate,Angie Philips,AngieForNe
Nebraska,Democratic,U.S. Senate,Chris Janicek,CJSenate2020
Nebraska,Democratic,U.S. Senate,Dennis Macek,dftmacek
Nebraska,Republican,U.S. Senate,Ben Sasse,SenSasse
Nebraska,Republican,U.S. Senate,Ben Sasse,teamsasse
Nebraska,Republican,U.S. Senate,Ben Sasse,BenSasse
Nebraska,Republican,U.S. Senate,Matt Innis,InnisForSenate
Nebraska,Democratic,U.S. House,Ann Ashford,Ann_Ashford
Nebraska,Democratic,U.S. House,Barbara Ramsey,babsramsey
Nebraska,Democratic,U.S. House,Gladys Harrison,Gladys4Congress
Nebraska,Democratic,U.S. House,Kara Eastman,karaforcongress
Nebraska,Democratic,U.S. House,Kate Bolz,katejbolz
Nebraska,Democratic,U.S. House,Morgann Freeman,morgann_freeman
Nebraska,Republican,U.S. House,Adrian Smith,RepAdrianSmith
Nebraska,Republican,U.S. House,Arron Kowalski,amk4956
Nebraska,Republican,U.S. House,Don Bacon,repdonbacon
Nebraska,Republican,U.S. House,Don Bacon,DonJBacon
Nebraska,Republican,U.S. House,Jeff Fortenberry,JeffFortenberry
Nebraska,Republican,U.S. House,Justin Moran,Justin40064022
Nebraska,Republican,U.S. House,Larry Bolinger,LarryforCongres
Nebraska,Republican,U.S. House,William Elfgren,ElfgrenBill
Nebraska,Other parties,U.S. House,Dennis Grace,thedennisgrace
Nevada,Democratic,U.S. House,Allen Rheinhart,AllenRheinhart
Nevada,Democratic,U.S. House,Anthony Thomas Jr.,US_ATJ
Nevada,Democratic,U.S. House,Clint Koble,koble4congress
Nevada,Democratic,U.S. House,Dennis Sullivan,Dennis4NV3
Nevada,Democratic,U.S. House,Dina Titus,repdinatitus
Nevada,Democratic,U.S. House,Dina Titus,dinatitus
Nevada,Democratic,U.S. House,Ed Cohen,VoteEdCohen
Nevada,Democratic,U.S. House,Gabrielle DAyr,BrieforNevada
Nevada,Democratic,U.S. House,Gregory Kempton,KemptonNv
Nevada,Democratic,U.S. House,Jennifer Eason,Eason4congress
Nevada,Democratic,U.S. House,Patricia Ackerman,PAckermanNV
Nevada,Democratic,U.S. House,Rick Shepherd,RepRickShepherd
Nevada,Democratic,U.S. House,Steven Horsford,RepHorsford
Nevada,Democratic,U.S. House,Steven Horsford,StevenHorsford
Nevada,Democratic,U.S. House,Susie Lee,RepSusieLee
Nevada,Democratic,U.S. House,Susie Lee,SusieLeeNV
Nevada,Democratic,U.S. House,Tiffany Ann Watson,Misstw1985
Nevada,Democratic,U.S. House,Tiffany Ann Watson,misstw1985
Nevada,Republican,U.S. House,Catherine Prato,NursePratoNV
Nevada,Republican,U.S. House,Charles Navarro,navarrofornv
Nevada,Republican,U.S. House,Citlaly Larios-Elias,Citlaly4Nevada
Nevada,Republican,U.S. House,Corwin Newberry,newberry4nv
Nevada,Republican,U.S. House,Dan Schwartz,dan4nevada
Nevada,Republican,U.S. House,Daniel Rodimer,DanRodimer
Nevada,Republican,U.S. House,Eddie Hamilton,ethamilton123
Nevada,Republican,U.S. House,Jaylon Calhoun,anointedjaylon
Nevada,Republican,U.S. House,Jim Marchant,VoteJimMarchant
Nevada,Republican,U.S. House,Joel Beck,JBeck4Congress
Nevada,Republican,U.S. House,Josh Elliott (Nevada),joshelliott4cd1
Nevada,Republican,U.S. House,Joyce Bentley,JoyceBentleyCD1
Nevada,Republican,U.S. House,Leo Blundo,blundofornevada
Nevada,Republican,U.S. House,Leo Blundo,leoblundo
Nevada,Republican,U.S. House,Leo Dunson,leodunson
Nevada,Republican,U.S. House,Lisa Song Sutton,lisasongsutton
Nevada,Republican,U.S. House,Mark Amodei,markamodeinv2
Nevada,Republican,U.S. House,Mark Amodei,amodeifornevada
Nevada,Republican,U.S. House,Mindy Robinson,iheartmindy
Nevada,Republican,U.S. House,Randi Reed,RandiReedNV
Nevada,Republican,U.S. House,Rebecca Wood,rebeccawoodnv
Nevada,Republican,U.S. House,Sam Peters,sampetersnevada
Nevada,Other parties,U.S. House,Jonathan Royce Esteban,vote4esteban
Nevada,Other parties,U.S. House,Robert Van Strawder,strawvegasdon
Nevada,Other parties,U.S. House,Steven Brown (Nevada),sbrownnv
Nevada,Independents,U.S. House,Gary Crispin,garycrispin
New Hampshire,Democratic,U.S. Senate,Jeanne Shaheen,SenatorShaheen
New Hampshire,Democratic,U.S. Senate,Jeanne Shaheen,jeanneshaheen
New Hampshire,Democratic,U.S. Senate,Tom Alciere,TomAlciere
New Hampshire,Republican,U.S. Senate,Andy Martin (New Hampshire),andymartinusa
New Hampshire,Republican,U.S. Senate,Bryant Messner,corkyforsenate
New Hampshire,Republican,U.S. Senate,Don Bolduc,GenDonBolduc
New Hampshire,Republican,U.S. Senate,William O'Brien (New Hampshire),OBrienForNH
New Hampshire,Other parties,U.S. Senate,Justin O'Donnell,ODonnell4NH
New Hampshire,Democratic,U.S. House,Annie Kuster,RepAnnieKuster
New Hampshire,Democratic,U.S. House,Annie Kuster,AnnMcLaneKuster
New Hampshire,Democratic,U.S. House,Chris Pappas,RepChrisPappas
New Hampshire,Democratic,U.S. House,Chris Pappas,ChrisPappasNH
New Hampshire,Republican,U.S. House,Eli Clemmer,EliClemmer
New Hampshire,Republican,U.S. House,Lynne Blankenbeker,blankenbekernh
New Hampshire,Republican,U.S. House,Matt Mayberry,mattmayberrynh
New Hampshire,Republican,U.S. House,Matt Mowers,mowers
New Hampshire,Republican,U.S. House,Steve Negron,SteveNegronNH
New Hampshire,Republican,U.S. House,Steve Negron,Negron4Congress
New Hampshire,Other parties,U.S. House,Zachary Dumont,zacharysdumont
New Jersey,Democratic,U.S. Senate,Cory Booker,senbooker
New Jersey,Democratic,U.S. Senate,Cory Booker,CoryBooker
New Jersey,Democratic,U.S. Senate,Lawrence Hamm,hammforsenate
New Jersey,Democratic,U.S. Senate,Lisa McCormick,LisaMcCormickNJ
New Jersey,Republican,U.S. Senate,Eugene Anagnos,mstrof6furlongs
New Jersey,Republican,U.S. Senate,Hirsh Singh,hirshsingh
New Jersey,Republican,U.S. Senate,Natalie Rivera,voterivera
New Jersey,Republican,U.S. Senate,Stuart David Meissner,StuartForNJ
New Jersey,Republican,U.S. Senate,Stuart David Meissner,StuartMeissner
New Jersey,Republican,U.S. Senate,Tricia Flanagan,NewDayForNJ
New Jersey,Other parties,U.S. Senate,Madelyn Hoffman,hoffman4us2020
New Jersey,Independents,U.S. Senate,Daniel Burke (New Jersey),Burke4Senate
New Jersey,Independents,U.S. Senate,Veronica Fernandez,veronicafornj
New Jersey,Democratic,U.S. House,Albio Sires,RepSires
New Jersey,Democratic,U.S. House,Albio Sires,AlbioSiresNJ
New Jersey,Democratic,U.S. House,Alp Basaran,AlpBasaranNJ
New Jersey,Democratic,U.S. House,Amani Al-Khatahtbeh,AMANI2020
New Jersey,Democratic,U.S. House,Amani Al-Khatahtbeh,xoamani
New Jersey,Democratic,U.S. House,Amy Kennedy,AmyKennedy715
New Jersey,Democratic,U.S. House,Andrew Kim (New Jersey),RepAndyKimNJ
New Jersey,Democratic,U.S. House,Andrew Kim (New Jersey),AndyKimNJ
New Jersey,Democratic,U.S. House,Arati Kreibich,Arati4Congress
New Jersey,Democratic,U.S. House,Ashley Bennett,AshleyBennettNJ
New Jersey,Democratic,U.S. House,Bill Pascrell,BillPascrell
New Jersey,Democratic,U.S. House,Bill Pascrell,pascrellfornj
New Jersey,Democratic,U.S. House,Bonnie Watson Coleman,RepBonnie
New Jersey,Democratic,U.S. House,Bonnie Watson Coleman,Bonnie4Congress
New Jersey,Democratic,U.S. House,Brigid Callahan Harrison,brigidforsj
New Jersey,Democratic,U.S. House,Christine Conforti,CMConforti_NJ4
New Jersey,Democratic,U.S. House,Donald Norcross,DonaldNorcross
New Jersey,Democratic,U.S. House,Donald Norcross,DonNorcross4NJ
New Jersey,Democratic,U.S. House,Donald Payne Jr.,RepDonaldPayne
New Jersey,Democratic,U.S. House,Eugene Mazo,eugenemazo
New Jersey,Democratic,U.S. House,Frank Pallone,frankpallone
New Jersey,Democratic,U.S. House,Frank Pallone,pallonefornj
New Jersey,Democratic,U.S. House,Hector Oseguera,Oseguera2020
New Jersey,Democratic,U.S. House,James Keady,jwkeady
New Jersey,Democratic,U.S. House,Jeff Van Drew,CongressmanJVD
New Jersey,Democratic,U.S. House,Jeff Van Drew,VanDrewForNJ
New Jersey,Democratic,U.S. House,John Flora,flora4congress
New Jersey,Democratic,U.S. House,John Hsu,johnhsu2020
New Jersey,Democratic,U.S. House,Josh Gottheimer,RepJoshG
New Jersey,Democratic,U.S. House,Josh Gottheimer,JoshGottheimer
New Jersey,Democratic,U.S. House,Mark Washburne,markwashburne
New Jersey,Democratic,U.S. House,Michael Wildes,Michael_Wildes
New Jersey,Democratic,U.S. House,Mikie Sherrill,RepSherrill
New Jersey,Democratic,U.S. House,Mikie Sherrill,mikiesherrill
New Jersey,Democratic,U.S. House,Robert Turkavage,bobturkavage
New Jersey,Democratic,U.S. House,Russell Cirincione,Russforus2020
New Jersey,Democratic,U.S. House,Stephanie Schmid,StephLSchmid
New Jersey,Democratic,U.S. House,Stephanie Schmid,slsnator
New Jersey,Democratic,U.S. House,Tiffany Kaszuba,TiffanyKaszuba
New Jersey,Democratic,U.S. House,Tom Malinowski,RepMalinowski
New Jersey,Democratic,U.S. House,Tom Malinowski,Malinowski
New Jersey,Democratic,U.S. House,Will Cunningham (New Jersey),WillCunningham
New Jersey,Democratic,U.S. House,Will Sheehan,willsheehan_8
New Jersey,Democratic,U.S. House,Zac Roeill,zacroeill
New Jersey,Democratic,U.S. House,Zinovia Spezakis,ZSpezakis
New Jersey,Republican,U.S. House,Alter Eliezer Richter,AlterEliezer
New Jersey,Republican,U.S. House,Anthony Porto,PortoFor
New Jersey,Republican,U.S. House,Billy Prempeh,BillyPrempeh
New Jersey,Republican,U.S. House,Bob Patterson (New Jersey),BobPattersonSJ
New Jersey,Republican,U.S. House,Brian Fitzherbert,FitzherbertNJ02
New Jersey,Republican,U.S. House,Chris Smith (New Jersey),RepChrisSmith
New Jersey,Republican,U.S. House,Claire Gustafson,cgustafsoncd1
New Jersey,Republican,U.S. House,Dana DiRisio,TheDanaNJ05
New Jersey,Republican,U.S. House,David Richter (New Jersey),DavidRichterNJ
New Jersey,Republican,U.S. House,Frank Pallotta,FrankPallottaNJ
New Jersey,Republican,U.S. House,Frank Pallotta,FTPallotta
New Jersey,Republican,U.S. House,Hector Castillo,HCastillo2020
New Jersey,Republican,U.S. House,James Baldini,votebigjim
New Jersey,Republican,U.S. House,Jason Mushnick,jtmush
New Jersey,Republican,U.S. House,Jennifer Zinone,JenZinone
New Jersey,Republican,U.S. House,John McCann (New Jersey),realJohnMcCann
New Jersey,Republican,U.S. House,John Novak (New Jersey),Novak4Congress
New Jersey,Republican,U.S. House,Jon Dalrymple Jr.,JDalrympleJr
New Jersey,Republican,U.S. House,Kate Gibbs,katefornj
New Jersey,Republican,U.S. House,Mike Ghassali,Ghassali2020
New Jersey,Republican,U.S. House,Rosemary Becchi,Becchi4Congress
New Jersey,Republican,U.S. House,Sammy Gindi,Gindi4Congress
New Jersey,Republican,U.S. House,Thomas Kean Jr.,tomkean
New Jersey,Republican,U.S. House,Thomas Kean Jr.,keanforcongress
New Jersey,Republican,U.S. House,Timothy Walsh,realtimwalsh
New Jersey,Republican,U.S. House,Tom Phillips (New Jersey),TomPhillipsNJ7
New Mexico,Democratic,U.S. Senate,Andrew Perkins,andrewjperkins
New Mexico,Democratic,U.S. Senate,Ben Ray Luján,repbenraylujan
New Mexico,Democratic,U.S. Senate,Ben Ray Luján,benraylujan
New Mexico,Democratic,U.S. Senate,Giovanni A. Haqani,GiovanniHaqani
New Mexico,Democratic,U.S. Senate,Maggie Toulouse Oliver,NMSecOfState
New Mexico,Democratic,U.S. Senate,Maggie Toulouse Oliver,MaggieForSenate
New Mexico,Republican,U.S. Senate,Elisa Martinez,elisafornm
New Mexico,Republican,U.S. Senate,Elisa Martinez,elisa1121
New Mexico,Republican,U.S. Senate,Gavin Clarkson,DrGavinClarkson
New Mexico,Republican,U.S. Senate,Mark Ronchetti,MarkRonchettiNM
New Mexico,Republican,U.S. Senate,Mick Rich,MickRich4Senate
New Mexico,Democratic,U.S. House,Cameron Chick,ChickCongress
New Mexico,Democratic,U.S. House,Debra Haaland,RepDebHaaland
New Mexico,Democratic,U.S. House,Debra Haaland,Deb4CongressNM
New Mexico,Democratic,U.S. House,Dineh Benally,DinehBenally
New Mexico,Democratic,U.S. House,John Blair (New Mexico),johnblairfornm
New Mexico,Democratic,U.S. House,John Blair (New Mexico),jbinthefe
New Mexico,Democratic,U.S. House,Joseph Sanchez,josephsancheznm
New Mexico,Democratic,U.S. House,Kyle Tisdel,kylejtisdel
New Mexico,Democratic,U.S. House,Laura Montoya,LauraM4NM
New Mexico,Democratic,U.S. House,Marco Serna,serna4congress
New Mexico,Democratic,U.S. House,Teresa Leger Fernandez,TeresaForNM
New Mexico,Democratic,U.S. House,Valerie Plame,valerieplame
New Mexico,Democratic,U.S. House,Valerie Plame,ValeriePlame
New Mexico,Democratic,U.S. House,Xochitl Torres Small,RepTorresSmall
New Mexico,Democratic,U.S. House,Xochitl Torres Small,XochforCongress
New Mexico,Republican,U.S. House,Alexis Johnson,AlexisJohnsonnm
New Mexico,Republican,U.S. House,Anastacia Golden Morper,AniseMorper
New Mexico,Republican,U.S. House,Angela Gale Morales,angelascool
New Mexico,Republican,U.S. House,Brett Kokinadis,imagineBrettCD1
New Mexico,Republican,U.S. House,Brett Kokinadis,brettk80
New Mexico,Republican,U.S. House,Chris Mathys,ChrisMathysNM
New Mexico,Republican,U.S. House,Claire Chase,ClaireChaseNM
New Mexico,Republican,U.S. House,Jared Vander Dussen,JaredforNM
New Mexico,Republican,U.S. House,Karen Bedonie,karen_bedonie
New Mexico,Republican,U.S. House,Michelle Garcia Holmes,GarciaHolmes4NM
New Mexico,Republican,U.S. House,Yvette Herrell,yvette4congress
New Mexico,Independents,U.S. House,Steve Jones (New Mexico congressional candidate),SteveCongress
New York,Democratic,U.S. House,Abe Garcia,friendsabe
New York,Democratic,U.S. House,Adam Schleifer,adamschleiferny
New York,Democratic,U.S. House,Adem Bunkeddeko,adembunkeddeko
New York,Democratic,U.S. House,Adriano Espaillat,RepEspaillat
New York,Democratic,U.S. House,Adriano Espaillat,EspaillatNY
New York,Democratic,U.S. House,Alexandria Ocasio-Cortez,RepAOC
New York,Democratic,U.S. House,Alexandria Ocasio-Cortez,AOC
New York,Democratic,U.S. House,Allison Fine,Afine
New York,Democratic,U.S. House,Amanda Frankel,amandapfrankel
New York,Democratic,U.S. House,Andom Ghebreghiorgis,AndomForNY
New York,Democratic,U.S. House,Anthony Brindisi,RepBrindisi
New York,Democratic,U.S. House,Anthony Brindisi,ABrindisiNY
New York,Democratic,U.S. House,Antonio Delgado (New York),repdelgado
New York,Democratic,U.S. House,Antonio Delgado (New York),DelgadoforNY19
New York,Democratic,U.S. House,Asha Castleberry-Hernandez,ashacastleberry
New York,Democratic,U.S. House,Badrun Khan,badrun_khan
New York,Democratic,U.S. House,Bob Wyman,bobwyman
New York,Democratic,U.S. House,Brent Sanford,brentsanfordnd
New York,Democratic,U.S. House,Brent Sanford,BrentForDakota
New York,Democratic,U.S. House,Brian Higgins,repbrianhiggins
New York,Democratic,U.S. House,Brian Higgins,Higgins4WNY
New York,Democratic,U.S. House,Bridget M. Fleming,bridgetmfleming
New York,Democratic,U.S. House,Carolyn Maloney,RepMaloney
New York,Democratic,U.S. House,Carolyn Maloney,CarolynBMaloney
New York,Democratic,U.S. House,Catherine Parker,catherineny17
New York,Democratic,U.S. House,Chaim Deutsch,ChaimDeutsch
New York,Democratic,U.S. House,Chivona Newsome,newyorkvonni
New York,Democratic,U.S. House,Chris Fink,FinkFor
New York,Democratic,U.S. House,Dana Balter,dana_balter
New York,Democratic,U.S. House,Darryl Hendricks (New York),dph2020
New York,Democratic,U.S. House,David Buchwald,DavidBuchwald
New York,Democratic,U.S. House,David Carlucci,DavidCarlucci
New York,Democratic,U.S. House,David Philip Franks Jr.,DavidPFranksJr
New York,Democratic,U.S. House,Delter Guin,DelterGuin
New York,Democratic,U.S. House,Duane Jackson,2020Duane
New York,Democratic,U.S. House,Eliot Engel,RepEliotEngel
New York,Democratic,U.S. House,Eliot Engel,teamengel
New York,Democratic,U.S. House,Emin Eddie Egriu,egriu
New York,Democratic,U.S. House,Erica Vladimer,EricaForNY
New York,Democratic,U.S. House,Evelyn Farkas,evelynnfarkas
New York,Democratic,U.S. House,Fernando Cabrera,CabreraCongress
New York,Democratic,U.S. House,Francis Conole,Conole4Congress
New York,Democratic,U.S. House,Frangell Basora,frangellbasora
New York,Democratic,U.S. House,George John-Bosco,GeorgeJohnBosc1
New York,Democratic,U.S. House,Grace Meng,RepGraceMeng
New York,Democratic,U.S. House,Grace Meng,grace4ny
New York,Democratic,U.S. House,Gregory Meeks,repgregorymeeks
New York,Democratic,U.S. House,Gregory Meeks,GregMeeksNYC
New York,Democratic,U.S. House,Hakeem Jeffries,RepJeffries
New York,Democratic,U.S. House,Hakeem Jeffries,hakeem_jeffries
New York,Democratic,U.S. House,Holly Lynch,hollylynchny
New York,Democratic,U.S. House,Iroghama Omere,IroghamaNY
New York,Democratic,U.S. House,Isiah James,isiah4congress
New York,Democratic,U.S. House,Jackie Gordon,VoteJackie4NY
New York,Democratic,U.S. House,Jamaal Bowman,JamaalBowmanNY
New York,Democratic,U.S. House,James Dillon (New York),i_like_dillon
New York,Democratic,U.S. House,James Felton Keith,jfkii
New York,Democratic,U.S. House,Jerrold Nadler,RepJerryNadler
New York,Democratic,U.S. House,Jerrold Nadler,JerryNadler
New York,Democratic,U.S. House,Jo-Anna Rodriguez-Wheeler,jo_annany17
New York,Democratic,U.S. House,Johanna Ellerup,JohannaKristn7
New York,Democratic,U.S. House,Jonathan Herzog,JonathanHerzog5
New York,Democratic,U.S. House,Jonathan Ortiz,ortiz4congress
New York,Democratic,U.S. House,Jose Velazquez,JVelazquezNYC
New York,Democratic,U.S. House,Joseph Morelle,repjoemorelle
New York,Democratic,U.S. House,Joseph Morelle,votemorelle
New York,Democratic,U.S. House,Josh Sauberman,JoshForNY
New York,Democratic,U.S. House,Julio Pabon,juliopabonny15
New York,Democratic,U.S. House,Kathleen Rice,repkathleenrice
New York,Democratic,U.S. House,Kathleen Rice,KathleenRice
New York,Democratic,U.S. House,Lauren Ashcraft,VoteAshcraft
New York,Democratic,U.S. House,Lindsey Boylan,LindseyBoylan
New York,Democratic,U.S. House,Lutchi Gayot,LutchiGayot
New York,Democratic,U.S. House,Lutchi Gayot,lutchigayot
New York,Democratic,U.S. House,Marlene Cintron,marleneforthebx
New York,Democratic,U.S. House,Marlene Tapper,marlene_tapper
New York,Democratic,U.S. House,Max Rose,RepMaxRose
New York,Democratic,U.S. House,Max Rose,MaxRose4NY
New York,Democratic,U.S. House,Melanie D'Arrigo,DarrigoMelanie
New York,Democratic,U.S. House,Melissa Mark-Viverito,MMViverito
New York,Democratic,U.S. House,Melodie Baker,melodiekbaker
New York,Democratic,U.S. House,Melquiades Gagarin,MelforProgress
New York,Democratic,U.S. House,Michael Blake,MrMikeBlake
New York,Democratic,U.S. House,Michael Hiller,WeLikeMike_2020
New York,Democratic,U.S. House,Michael Weinstock,Weinstock2020
New York,Democratic,U.S. House,Michelle Caruso-Cabrera,mcaruso_cabrera
New York,Democratic,U.S. House,Mondaire Jones,MondaireJones
New York,Democratic,U.S. House,Nancy Goroff,ngoroff
New York,Democratic,U.S. House,Nate McMurray,Nate_McMurray
New York,Democratic,U.S. House,Nydia Velazquez,NydiaVelazquez
New York,Democratic,U.S. House,Nydia Velazquez,ReElectNydia
New York,Democratic,U.S. House,Paperboy Prince,PaperboyPrince
New York,Democratic,U.S. House,Patricia M. Maher,Maher4Congress
New York,Democratic,U.S. House,Paul Tonko,reppaultonko
New York,Democratic,U.S. House,Paul Tonko,PaulTonko
New York,Democratic,U.S. House,Perry Gershon,perrygershon
New York,Democratic,U.S. House,Peter Harrison (New York),PeteHarrisonNYC
New York,Democratic,U.S. House,Richard Habersham,HabershamForUS
New York,Democratic,U.S. House,Richard Habersham,rhabersham
New York,Democratic,U.S. House,Riley Seaburg,rileyseaburg
New York,Democratic,U.S. House,Ritchie Torres,RitchieTorres
New York,Democratic,U.S. House,Robin Wilt,WiltForCongress
New York,Democratic,U.S. House,Roger Misso,Misso4Congress
New York,Democratic,U.S. House,Ruben Diaz Sr.,revrubendiaz
New York,Democratic,U.S. House,Samelys Lopez,SamelysLopez
New York,Democratic,U.S. House,Sammy Ravelo,Ravelo4Congress
New York,Democratic,U.S. House,Sandra Choi,sandraforqueens
New York,Democratic,U.S. House,Scott Noren,Noren4Congress
New York,Democratic,U.S. House,Sean Maloney,repseanmaloney
New York,Democratic,U.S. House,Sean Maloney,spmaloney
New York,Democratic,U.S. House,Shaniyat Chowdhury,Shaniyat2020
New York,Democratic,U.S. House,Suraj Patel,surajpatelnyc
New York,Democratic,U.S. House,Tedra Cobb,TedraCobb
New York,Democratic,U.S. House,Tom Suozzi,RepTomSuozzi
New York,Democratic,U.S. House,Tom Suozzi,Tom_Suozzi
New York,Democratic,U.S. House,Tomas Ramos,tomas4congress
New York,Democratic,U.S. House,Tracy Mitrano,MitranoForNY23
New York,Democratic,U.S. House,Ydanis Rodriguez,ydanis
New York,Democratic,U.S. House,Yvette Clarke,RepYvetteClarke
New York,Democratic,U.S. House,Yvette Clarke,VoteYvette
New York,Republican,U.S. House,Antoine Tucker,montaga
New York,Republican,U.S. House,Avery Pereira,AveryPereira
New York,Republican,U.S. House,Beth Parlato,BethforCongress
New York,Republican,U.S. House,Cathy Bernstein,CathyCongress
New York,Republican,U.S. House,Chele Farley,CheleFarley
New York,Republican,U.S. House,Christopher Jacobs,JacobsNY27
New York,Republican,U.S. House,Cindy Grosz,cindyscorners
New York,Republican,U.S. House,Claudia Tenney,claudiatenney
New York,Republican,U.S. House,David Gokhshtein,davidgokhshtein
New York,Republican,U.S. House,David Gokhshtein,gokhshtein
New York,Republican,U.S. House,Douglas Tuman,ElectTuman
New York,Republican,U.S. House,Douglas Tuman,douglastuman
New York,Republican,U.S. House,Dylan Stevenson,StevensonForNY
New York,Republican,U.S. House,Elise Stefanik,RepStefanik
New York,Republican,U.S. House,Elise Stefanik,EliseStefanik
New York,Republican,U.S. House,Elizabeth Joy,LizLemeryJoy
New York,Republican,U.S. House,Frank Smierciak II,FCSII
New York,Republican,U.S. House,Franklin Sager,SagerforAmerica
New York,Republican,U.S. House,George Devolder-Santos,Santos4Congress
New York,Republican,U.S. House,George Mitris,georgemitris1
New York,Republican,U.S. House,George Phillips (New York),Phillips4George
New York,Republican,U.S. House,Jineea Butler,bjineea
New York,Republican,U.S. House,Joe Caldarera,JoeCalNYC
New York,Republican,U.S. House,Joey Saladino,JoeySalads
New York,Republican,U.S. House,John Cummings (New York),cummings2020
New York,Republican,U.S. House,John Katko,RepJohnKatko
New York,Republican,U.S. House,Josh Eisen,JoshEisen17
New York,Republican,U.S. House,Kyle Van De Water,Kyle4Congress
New York,Republican,U.S. House,Lee Zeldin,RepLeeZeldin
New York,Republican,U.S. House,Lee Zeldin,leezeldin
New York,Republican,U.S. House,Lovelynn Gwinn,love4congress
New York,Republican,U.S. House,Michael LiPetri,TheMikeLiPetri
New York,Republican,U.S. House,Michael Seney,MikeSeneyNY20
New York,Republican,U.S. House,Miguel Hernandez,MiguelCongress
New York,Republican,U.S. House,Nicholas J. LaLota,nicklalota
New York,Republican,U.S. House,Nicole Malliotakis,NMalliotakis
New York,Republican,U.S. House,Ola Hawatmeh,OlaForCongress
New York,Republican,U.S. House,Ola Hawatmeh,OlaHawatmeh
New York,Republican,U.S. House,Patrick Delices,PD4Congress
New York,Republican,U.S. House,Peter King,RepPeteKing
New York,Republican,U.S. House,Peter King,petekingcpg
New York,Republican,U.S. House,Robert Ortt,SenatorOrtt
New York,Republican,U.S. House,Robert Ortt,OrttforSenate
New York,Republican,U.S. House,Ruth Papazian,ruthforcongress
New York,Republican,U.S. House,Scherie Murray,ScherieMurray
New York,Republican,U.S. House,Stefan Mychajliw Jr.,stefanmychajliw
New York,Republican,U.S. House,Steve Cornwell,CornwellforNY
New York,Republican,U.S. House,Steve Raiser,SteveRaiser
New York,Republican,U.S. House,Thomas Zmich,tomzmich2020
New York,Republican,U.S. House,Tom Reed (New York),RepTomReed
New York,Republican,U.S. House,Tom Reed (New York),TomReedCongress
New York,Republican,U.S. House,Yehudis Gottesfeld,YehudisForNY
New York,Other parties,U.S. House,Bob Cohen (New York congressional candidate),BobCohen1
New York,Other parties,U.S. House,Duane Whitmer,WhitmerForNY27
New York,Other parties,U.S. House,Harry Burger,HarryRBurger
New York,Other parties,U.S. House,Kevin Wilson (New York),kevinwilsonroc
New York,Other parties,U.S. House,Kevin Wilson (New York),KevinWilsonROC
New York,Other parties,U.S. House,Michael Gammariello,mikegamms
New York,Other parties,U.S. House,Michael Madrid,kagemusha_
New York,Other parties,U.S. House,Steven Greenfield,Greenfield4NY19
